today,month,day,feb29_policy,result
2024-02-20,2,26,mar01,2024-02-26
2024-02-20,2,27,feb28,2024-02-27
2024-02-20,2,27,mar01,2024-02-27
2024-02-20,2,28,feb28,2024-02-28
2024-02-20,2,28,mar01,2024-02-28
2024-02-20,2,29,feb28,2024-02-29
2024-02-20,2,29,mar01,2024-02-29
2024-02-20,3,1,feb28,2024-03-01
2024-02-20,3,1,mar01,2024-03-01
2024-02-20,3,2,feb28,2024-03-02
2024-02-20,3,2,mar01,2024-03-02
2024-02-20,3,3,feb28,2024-03-03
2024-02-20,3,3,mar01,2024-03-03
2024-02-20,3,4,feb28,2024-03-04
2024-02-20,3,4,mar01,2024-03-04
2024-02-20,3,5,feb28,2024-03-05
2024-02-20,3,5,mar01,2024-03-05
2024-02-20,3,6,feb28,2024-03-06
2024-02-20,3,6,mar01,2024-03-06
2024-02-20,3,7,feb28,2024-03-07
2024-02-20,3,7,mar01,2024-03-07
2024-02-20,3,8,feb28,2024-03-08
2024-02-20,3,8,mar01,2024-03-08
2024-02-20,3,9,feb28,2024-03-09
2024-02-20,3,9,mar01,2024-03-09
2024-02-20,3,10,feb28,2024-03-10
2024-02-20,3,10,mar01,2024-03-10
2024-02-20,3,11,feb28,2024-03-11
2024-02-20,3,11,mar01,2024-03-11
2024-02-20,3,12,feb28,2024-03-12
2024-02-20,3,12,mar01,2024-03-12
2024-02-20,3,13,feb28,2024-03-13
2024-02-20,3,13,mar01,2024-03-13
2024-02-20,3,14,feb28,2024-03-14
2024-02-20,3,14,mar01,2024-03-14
2024-02-20,3,15,feb28,2024-03-15
2024-02-20,3,15,mar01,2024-03-15
2024-02-20,3,16,feb28,2024-03-16
2024-02-20,3,16,mar01,2024-03-16
2024-02-20,3,17,feb28,2024-03-17
2024-02-20,3,17,mar01,2024-03-17
2024-02-20,3,18,feb28,2024-03-18
2024-02-20,3,18,mar01,2024-03-18
2024-02-20,3,19,feb28,2024-03-19
2024-02-20,3,19,mar01,2024-03-19
2024-02-20,3,20,feb28,2024-03-20
2024-02-20,3,20,mar01,2024-03-20
2024-02-20,3,21,feb28,2024-03-21
2024-02-20,3,21,mar01,2024-03-21
2024-02-20,3,22,feb28,2024-03-22
2024-02-20,3,22,mar01,2024-03-22
2024-02-20,3,23,feb28,2024-03-23
2024-02-20,3,23,mar01,2024-03-23
2024-02-20,3,24,feb28,2024-03-24
2024-02-20,3,24,mar01,2024-03-24
2024-02-20,3,25,feb28,2024-03-25
2024-02-20,3,25,mar01,2024-03-25
2024-02-20,3,26,feb28,2024-03-26
2024-02-20,3,26,mar01,2024-03-26
2024-02-20,3,27,feb28,2024-03-27
2024-02-20,3,27,mar01,2024-03-27
2024-02-20,3,28,feb28,2024-03-28
2024-02-20,3,28,mar01,2024-03-28
2024-02-20,3,29,feb28,2024-03-29
2024-02-20,3,29,mar01,2024-03-29
2024-02-20,3,30,feb28,2024-03-30
2024-02-20,3,30,mar01,2024-03-30
2024-02-20,3,31,feb28,2024-03-31
2024-02-20,3,31,mar01,2024-03-31
2024-02-20,4,1,feb28,2024-04-01
2024-02-20,4,1,mar01,2024-04-01
2024-02-20,4,2,feb28,2024-04-02
2024-02-20,4,2,mar01,2024-04-02
2024-02-20,4,3,feb28,2024-04-03
2024-02-20,4,3,mar01,2024-04-03
2024-02-20,4,4,feb28,2024-04-04
2024-02-20,4,4,mar01,2024-04-04
2024-02-20,4,5,feb28,2024-04-05
2024-02-20,4,5,mar01,2024-04-05
2024-02-20,4,6,feb28,2024-04-06
2024-02-20,4,6,mar01,2024-04-06
2024-02-20,4,7,feb28,2024-04-07
2024-02-20,4,7,mar01,2024-04-07
2024-02-20,4,8,feb28,2024-04-08
2024-02-20,4,8,mar01,2024-04-08
2024-02-20,4,9,feb28,2024-04-09
2024-02-20,4,9,mar01,2024-04-09
2024-02-20,4,10,feb28,2024-04-10
2024-02-20,4,10,mar01,2024-04-10
2024-02-20,4,11,feb28,2024-04-11
2024-02-20,4,11,mar01,2024-04-11
2024-02-20,4,12,feb28,2024-04-12
2024-02-20,4,12,mar01,2024-04-12
2024-02-20,4,13,feb28,2024-04-13
2024-02-20,4,13,mar01,2024-04-13
2024-02-20,4,14,feb28,2024-04-14
2024-02-20,4,14,mar01,2024-04-14
2024-02-20,4,15,feb28,2024-04-15
2024-02-20,4,15,mar01,2024-04-15
2024-02-20,4,16,feb28,2024-04-16
2024-02-20,4,16,mar01,2024-04-16
2024-02-20,4,17,feb28,2024-04-17
2024-02-20,4,17,mar01,2024-04-17
2024-02-20,4,18,feb28,2024-04-18
2024-02-20,4,18,mar01,2024-04-18
2024-02-20,4,19,feb28,2024-04-19
2024-02-20,4,19,mar01,2024-04-19
2024-02-20,4,20,feb28,2024-04-20
2024-02-20,4,20,mar01,2024-04-20
2024-02-20,4,21,feb28,2024-04-21
2024-02-20,4,21,mar01,2024-04-21
2024-02-20,4,22,feb28,2024-04-22
2024-02-20,4,22,mar01,2024-04-22
2024-02-20,4,23,feb28,2024-04-23
2024-02-20,4,23,mar01,2024-04-23
2024-02-20,4,24,feb28,2024-04-24
2024-02-20,4,24,mar01,2024-04-24
2024-02-20,4,25,feb28,2024-04-25
2024-02-20,4,25,mar01,2024-04-25
2024-02-20,4,26,feb28,2024-04-26
2024-02-20,4,26,mar01,2024-04-26
2024-02-20,4,27,feb28,2024-04-27
2024-02-20,4,27,mar01,2024-04-27
2024-02-20,4,28,feb28,2024-04-28
2024-02-20,4,28,mar01,2024-04-28
2024-02-20,4,29,feb28,2024-04-29
2024-02-20,4,29,mar01,2024-04-29
2024-02-20,4,30,feb28,2024-04-30
2024-02-20,4,30,mar01,2024-04-30
2024-02-20,5,1,feb28,2024-05-01
2024-02-20,5,1,mar01,2024-05-01
2024-02-20,5,2,feb28,2024-05-02
2024-02-20,5,2,mar01,2024-05-02
2024-02-20,5,3,feb28,2024-05-03
2024-02-20,5,3,mar01,2024-05-03
2024-02-20,5,4,feb28,2024-05-04
2024-02-20,5,4,mar01,2024-05-04
2024-02-20,5,5,feb28,2024-05-05
2024-02-20,5,5,mar01,2024-05-05
2024-02-20,5,6,feb28,2024-05-06
2024-02-20,5,6,mar01,2024-05-06
2024-02-20,5,7,feb28,2024-05-07
2024-02-20,5,7,mar01,2024-05-07
2024-02-20,5,8,feb28,2024-05-08
2024-02-20,5,8,mar01,2024-05-08
2024-02-20,5,9,feb28,2024-05-09
2024-02-20,5,9,mar01,2024-05-09
2024-02-20,5,10,feb28,2024-05-10
2024-02-20,5,10,mar01,2024-05-10
2024-02-20,5,11,feb28,2024-05-11
2024-02-20,5,11,mar01,2024-05-11
2024-02-20,5,12,feb28,2024-05-12
2024-02-20,5,12,mar01,2024-05-12
2024-02-20,5,13,feb28,2024-05-13
2024-02-20,5,13,mar01,2024-05-13
2024-02-20,5,14,feb28,2024-05-14
2024-02-20,5,14,mar01,2024-05-14
2024-02-20,5,15,feb28,2024-05-15
2024-02-20,5,15,mar01,2024-05-15
2024-02-20,5,16,feb28,2024-05-16
2024-02-20,5,16,mar01,2024-05-16
2024-02-20,5,17,feb28,2024-05-17
2024-02-20,5,17,mar01,2024-05-17
2024-02-20,5,18,feb28,2024-05-18
2024-02-20,5,18,mar01,2024-05-18
2024-02-20,5,19,feb28,2024-05-19
2024-02-20,5,19,mar01,2024-05-19
2024-02-20,5,20,feb28,2024-05-20
2024-02-20,5,20,mar01,2024-05-20
2024-02-20,5,21,feb28,2024-05-21
2024-02-20,5,21,mar01,2024-05-21
2024-02-20,5,22,feb28,2024-05-22
2024-02-20,5,22,mar01,2024-05-22
2024-02-20,5,23,feb28,2024-05-23
2024-02-20,5,23,mar01,2024-05-23
2024-02-20,5,24,feb28,2024-05-24
2024-02-20,5,24,mar01,2024-05-24
2024-02-20,5,25,feb28,2024-05-25
2024-02-20,5,25,mar01,2024-05-25
2024-02-20,5,26,feb28,2024-05-26
2024-02-20,5,26,mar01,2024-05-26
2024-02-20,5,27,feb28,2024-05-27
2024-02-20,5,27,mar01,2024-05-27
2024-02-20,5,28,feb28,2024-05-28
2024-02-20,5,28,mar01,2024-05-28
2024-02-20,5,29,feb28,2024-05-29
2024-02-20,5,29,mar01,2024-05-29
2024-02-20,5,30,feb28,2024-05-30
2024-02-20,5,30,mar01,2024-05-30
2024-02-20,5,31,feb28,2024-05-31
2024-02-20,5,31,mar01,2024-05-31
2024-02-20,6,1,feb28,2024-06-01
2024-02-20,6,1,mar01,2024-06-01
2024-02-20,6,2,feb28,2024-06-02
2024-02-20,6,2,mar01,2024-06-02
2024-02-20,6,3,feb28,2024-06-03
2024-02-20,6,3,mar01,2024-06-03
2024-02-20,6,4,feb28,2024-06-04
2024-02-20,6,4,mar01,2024-06-04
2024-02-20,6,5,feb28,2024-06-05
2024-02-20,6,5,mar01,2024-06-05
2024-02-20,6,6,feb28,2024-06-06
2024-02-20,6,6,mar01,2024-06-06
2024-02-20,6,7,feb28,2024-06-07
2024-02-20,6,7,mar01,2024-06-07
2024-02-20,6,8,feb28,2024-06-08
2024-02-20,6,8,mar01,2024-06-08
2024-02-20,6,9,feb28,2024-06-09
2024-02-20,6,9,mar01,2024-06-09
2024-02-20,6,10,feb28,2024-06-10
2024-02-20,6,10,mar01,2024-06-10
2024-02-20,6,11,feb28,2024-06-11
2024-02-20,6,11,mar01,2024-06-11
2024-02-20,6,12,feb28,2024-06-12
2024-02-20,6,12,mar01,2024-06-12
2024-02-20,6,13,feb28,2024-06-13
2024-02-20,6,13,mar01,2024-06-13
2024-02-20,6,14,feb28,2024-06-14
2024-02-20,6,14,mar01,2024-06-14
2024-02-20,6,15,feb28,2024-06-15
2024-02-20,6,15,mar01,2024-06-15
2024-02-20,6,16,feb28,2024-06-16
2024-02-20,6,16,mar01,2024-06-16
2024-02-20,6,17,feb28,2024-06-17
2024-02-20,6,17,mar01,2024-06-17
2024-02-20,6,18,feb28,2024-06-18
2024-02-20,6,18,mar01,2024-06-18
2024-02-20,6,19,feb28,2024-06-19
2024-02-20,6,19,mar01,2024-06-19
2024-02-20,6,20,feb28,2024-06-20
2024-02-20,6,20,mar01,2024-06-20
2024-02-20,6,21,feb28,2024-06-21
2024-02-20,6,21,mar01,2024-06-21
2024-02-20,6,22,feb28,2024-06-22
2024-02-20,6,22,mar01,2024-06-22
2024-02-20,6,23,feb28,2024-06-23
2024-02-20,6,23,mar01,2024-06-23
2024-02-20,6,24,feb28,2024-06-24
2024-02-20,6,24,mar01,2024-06-24
2024-02-20,6,25,feb28,2024-06-25
2024-02-20,6,25,mar01,2024-06-25
2024-02-20,6,26,feb28,2024-06-26
2024-02-20,6,26,mar01,2024-06-26
2024-02-20,6,27,feb28,2024-06-27
2024-02-20,6,27,mar01,2024-06-27
2024-02-20,6,28,feb28,2024-06-28
2024-02-20,6,28,mar01,2024-06-28
2024-02-20,6,29,feb28,2024-06-29
2024-02-20,6,29,mar01,2024-06-29
2024-02-20,6,30,feb28,2024-06-30
2024-02-20,6,30,mar01,2024-06-30
2024-02-20,7,1,feb28,2024-07-01
2024-02-20,7,1,mar01,2024-07-01
2024-02-20,7,2,feb28,2024-07-02
2024-02-20,7,2,mar01,2024-07-02
2024-02-20,7,3,feb28,2024-07-03
2024-02-20,7,3,mar01,2024-07-03
2024-02-20,7,4,feb28,2024-07-04
2024-02-20,7,4,mar01,2024-07-04
2024-02-20,7,5,feb28,2024-07-05
2024-02-20,7,5,mar01,2024-07-05
2024-02-20,7,6,feb28,2024-07-06
2024-02-20,7,6,mar01,2024-07-06
2024-02-20,7,7,feb28,2024-07-07
2024-02-20,7,7,mar01,2024-07-07
2024-02-20,7,8,feb28,2024-07-08
2024-02-20,7,8,mar01,2024-07-08
2024-02-20,7,9,feb28,2024-07-09
2024-02-20,7,9,mar01,2024-07-09
2024-02-20,7,10,feb28,2024-07-10
2024-02-20,7,10,mar01,2024-07-10
2024-02-20,7,11,feb28,2024-07-11
2024-02-20,7,11,mar01,2024-07-11
2024-02-20,7,12,feb28,2024-07-12
2024-02-20,7,12,mar01,2024-07-12
2024-02-20,7,13,feb28,2024-07-13
2024-02-20,7,13,mar01,2024-07-13
2024-02-20,7,14,feb28,2024-07-14
2024-02-20,7,14,mar01,2024-07-14
2024-02-20,7,15,feb28,2024-07-15
2024-02-20,7,15,mar01,2024-07-15
2024-02-20,7,16,feb28,2024-07-16
2024-02-20,7,16,mar01,2024-07-16
2024-02-20,7,17,feb28,2024-07-17
2024-02-20,7,17,mar01,2024-07-17
2024-02-20,7,18,feb28,2024-07-18
2024-02-20,7,18,mar01,2024-07-18
2024-02-20,7,19,feb28,2024-07-19
2024-02-20,7,19,mar01,2024-07-19
2024-02-20,7,20,feb28,2024-07-20
2024-02-20,7,20,mar01,2024-07-20
2024-02-20,7,21,feb28,2024-07-21
2024-02-20,7,21,mar01,2024-07-21
2024-02-20,7,22,feb28,2024-07-22
2024-02-20,7,22,mar01,2024-07-22
2024-02-20,7,23,feb28,2024-07-23
2024-02-20,7,23,mar01,2024-07-23
2024-02-20,7,24,feb28,2024-07-24
2024-02-20,7,24,mar01,2024-07-24
2024-02-20,7,25,feb28,2024-07-25
2024-02-20,7,25,mar01,2024-07-25
2024-02-20,7,26,feb28,2024-07-26
2024-02-20,7,26,mar01,2024-07-26
2024-02-20,7,27,feb28,2024-07-27
2024-02-20,7,27,mar01,2024-07-27
2024-02-20,7,28,feb28,2024-07-28
2024-02-20,7,28,mar01,2024-07-28
2024-02-20,7,29,feb28,2024-07-29
2024-02-20,7,29,mar01,2024-07-29
2024-02-20,7,30,feb28,2024-07-30
2024-02-20,7,30,mar01,2024-07-30
2024-02-20,7,31,feb28,2024-07-31
2024-02-20,7,31,mar01,2024-07-31
2024-02-20,8,1,feb28,2024-08-01
2024-02-20,8,1,mar01,2024-08-01
2024-02-20,8,2,feb28,2024-08-02
2024-02-20,8,2,mar01,2024-08-02
2024-02-20,8,3,feb28,2024-08-03
2024-02-20,8,3,mar01,2024-08-03
2024-02-20,8,4,feb28,2024-08-04
2024-02-20,8,4,mar01,2024-08-04
2024-02-20,8,5,feb28,2024-08-05
2024-02-20,8,5,mar01,2024-08-05
2024-02-20,8,6,feb28,2024-08-06
2024-02-20,8,6,mar01,2024-08-06
2024-02-20,8,7,feb28,2024-08-07
2024-02-20,8,7,mar01,2024-08-07
2024-02-20,8,8,feb28,2024-08-08
2024-02-20,8,8,mar01,2024-08-08
2024-02-20,8,9,feb28,2024-08-09
2024-02-20,8,9,mar01,2024-08-09
2024-02-20,8,10,feb28,2024-08-10
2024-02-20,8,10,mar01,2024-08-10
2024-02-20,8,11,feb28,2024-08-11
2024-02-20,8,11,mar01,2024-08-11
2024-02-20,8,12,feb28,2024-08-12
2024-02-20,8,12,mar01,2024-08-12
2024-02-20,8,13,feb28,2024-08-13
2024-02-20,8,13,mar01,2024-08-13
2024-02-20,8,14,feb28,2024-08-14
2024-02-20,8,14,mar01,2024-08-14
2024-02-20,8,15,feb28,2024-08-15
2024-02-20,8,15,mar01,2024-08-15
2024-02-20,8,16,feb28,2024-08-16
2024-02-20,8,16,mar01,2024-08-16
2024-02-20,8,17,feb28,2024-08-17
2024-02-20,8,17,mar01,2024-08-17
2024-02-20,8,18,feb28,2024-08-18
2024-02-20,8,18,mar01,2024-08-18
2024-02-20,8,19,feb28,2024-08-19
2024-02-20,8,19,mar01,2024-08-19
2024-02-20,8,20,feb28,2024-08-20
2024-02-20,8,20,mar01,2024-08-20
2024-02-20,8,21,feb28,2024-08-21
2024-02-20,8,21,mar01,2024-08-21
2024-02-20,8,22,feb28,2024-08-22
2024-02-20,8,22,mar01,2024-08-22
2024-02-20,8,23,feb28,2024-08-23
2024-02-20,8,23,mar01,2024-08-23
2024-02-20,8,24,feb28,2024-08-24
2024-02-20,8,24,mar01,2024-08-24
2024-02-20,8,25,feb28,2024-08-25
2024-02-20,8,25,mar01,2024-08-25
2024-02-20,8,26,feb28,2024-08-26
2024-02-20,8,26,mar01,2024-08-26
2024-02-20,8,27,feb28,2024-08-27
2024-02-20,8,27,mar01,2024-08-27
2024-02-20,8,28,feb28,2024-08-28
2024-02-20,8,28,mar01,2024-08-28
2024-02-20,8,29,feb28,2024-08-29
2024-02-20,8,29,mar01,2024-08-29
2024-02-20,8,30,feb28,2024-08-30
2024-02-20,8,30,mar01,2024-08-30
2024-02-20,8,31,feb28,2024-08-31
2024-02-20,8,31,mar01,2024-08-31
2024-02-20,9,1,feb28,2024-09-01
2024-02-20,9,1,mar01,2024-09-01
2024-02-20,9,2,feb28,2024-09-02
2024-02-20,9,2,mar01,2024-09-02
2024-02-20,9,3,feb28,2024-09-03
2024-02-20,9,3,mar01,2024-09-03
2024-02-20,9,4,feb28,2024-09-04
2024-02-20,9,4,mar01,2024-09-04
2024-02-20,9,5,feb28,2024-09-05
2024-02-20,9,5,mar01,2024-09-05
2024-02-20,9,6,feb28,2024-09-06
2024-02-20,9,6,mar01,2024-09-06
2024-02-20,9,7,feb28,2024-09-07
2024-02-20,9,7,mar01,2024-09-07
2024-02-20,9,8,feb28,2024-09-08
2024-02-20,9,8,mar01,2024-09-08
2024-02-20,9,9,feb28,2024-09-09
2024-02-20,9,9,mar01,2024-09-09
2024-02-20,9,10,feb28,2024-09-10
2024-02-20,9,10,mar01,2024-09-10
2024-02-20,9,11,feb28,2024-09-11
2024-02-20,9,11,mar01,2024-09-11
2024-02-20,9,12,feb28,2024-09-12
2024-02-20,9,12,mar01,2024-09-12
2024-02-20,9,13,feb28,2024-09-13
2024-02-20,9,13,mar01,2024-09-13
2024-02-20,9,14,feb28,2024-09-14
2024-02-20,9,14,mar01,2024-09-14
2024-02-20,9,15,feb28,2024-09-15
2024-02-20,9,15,mar01,2024-09-15
2024-02-20,9,16,feb28,2024-09-16
2024-02-20,9,16,mar01,2024-09-16
2024-02-20,9,17,feb28,2024-09-17
2024-02-20,9,17,mar01,2024-09-17
2024-02-20,9,18,feb28,2024-09-18
2024-02-20,9,18,mar01,2024-09-18
2024-02-20,9,19,feb28,2024-09-19
2024-02-20,9,19,mar01,2024-09-19
2024-02-20,9,20,feb28,2024-09-20
2024-02-20,9,20,mar01,2024-09-20
2024-02-20,9,21,feb28,2024-09-21
2024-02-20,9,21,mar01,2024-09-21
2024-02-20,9,22,feb28,2024-09-22
2024-02-20,9,22,mar01,2024-09-22
2024-02-20,9,23,feb28,2024-09-23
2024-02-20,9,23,mar01,2024-09-23
2024-02-20,9,24,feb28,2024-09-24
2024-02-20,9,24,mar01,2024-09-24
2024-02-20,9,25,feb28,2024-09-25
2024-02-20,9,25,mar01,2024-09-25
2024-02-20,9,26,feb28,2024-09-26
2024-02-20,9,26,mar01,2024-09-26
2024-02-20,9,27,feb28,2024-09-27
2024-02-20,9,27,mar01,2024-09-27
2024-02-20,9,28,feb28,2024-09-28
2024-02-20,9,28,mar01,2024-09-28
2024-02-20,9,29,feb28,2024-09-29
2024-02-20,9,29,mar01,2024-09-29
2024-02-20,9,30,feb28,2024-09-30
2024-02-20,9,30,mar01,2024-09-30
2024-02-20,10,1,feb28,2024-10-01
2024-02-20,10,1,mar01,2024-10-01
2024-02-20,10,2,feb28,2024-10-02
2024-02-20,10,2,mar01,2024-10-02
2024-02-20,10,3,feb28,2024-10-03
2024-02-20,10,3,mar01,2024-10-03
2024-02-20,10,4,feb28,2024-10-04
2024-02-20,10,4,mar01,2024-10-04
2024-02-20,10,5,feb28,2024-10-05
2024-02-20,10,5,mar01,2024-10-05
2024-02-20,10,6,feb28,2024-10-06
2024-02-20,10,6,mar01,2024-10-06
2024-02-20,10,7,feb28,2024-10-07
2024-02-20,10,7,mar01,2024-10-07
2024-02-20,10,8,feb28,2024-10-08
2024-02-20,10,8,mar01,2024-10-08
2024-02-20,10,9,feb28,2024-10-09
2024-02-20,10,9,mar01,2024-10-09
2024-02-20,10,10,feb28,2024-10-10
2024-02-20,10,10,mar01,2024-10-10
2024-02-20,10,11,feb28,2024-10-11
2024-02-20,10,11,mar01,2024-10-11
2024-02-20,10,12,feb28,2024-10-12
2024-02-20,10,12,mar01,2024-10-12
2024-02-20,10,13,feb28,2024-10-13
2024-02-20,10,13,mar01,2024-10-13
2024-02-20,10,14,feb28,2024-10-14
2024-02-20,10,14,mar01,2024-10-14
2024-02-20,10,15,feb28,2024-10-15
2024-02-20,10,15,mar01,2024-10-15
2024-02-20,10,16,feb28,2024-10-16
2024-02-20,10,16,mar01,2024-10-16
2024-02-20,10,17,feb28,2024-10-17
2024-02-20,10,17,mar01,2024-10-17
2024-02-20,10,18,feb28,2024-10-18
2024-02-20,10,18,mar01,2024-10-18
2024-02-20,10,19,feb28,2024-10-19
2024-02-20,10,19,mar01,2024-10-19
2024-02-20,10,20,feb28,2024-10-20
2024-02-20,10,20,mar01,2024-10-20
2024-02-20,10,21,feb28,2024-10-21
2024-02-20,10,21,mar01,2024-10-21
2024-02-20,10,22,feb28,2024-10-22
2024-02-20,10,22,mar01,2024-10-22
2024-02-20,10,23,feb28,2024-10-23
2024-02-20,10,23,mar01,2024-10-23
2024-02-20,10,24,feb28,2024-10-24
2024-02-20,10,24,mar01,2024-10-24
2024-02-20,10,25,feb28,2024-10-25
2024-02-20,10,25,mar01,2024-10-25
2024-02-20,10,26,feb28,2024-10-26
2024-02-20,10,26,mar01,2024-10-26
2024-02-20,10,27,feb28,2024-10-27
2024-02-20,10,27,mar01,2024-10-27
2024-02-20,10,28,feb28,2024-10-28
2024-02-20,10,28,mar01,2024-10-28
2024-02-20,10,29,feb28,2024-10-29
2024-02-20,10,29,mar01,2024-10-29
2024-02-20,10,30,feb28,2024-10-30
2024-02-20,10,30,mar01,2024-10-30
2024-02-20,10,31,feb28,2024-10-31
2024-02-20,10,31,mar01,2024-10-31
2024-02-20,11,1,feb28,2024-11-01
2024-02-20,11,1,mar01,2024-11-01
2024-02-20,11,2,feb28,2024-11-02
2024-02-20,11,2,mar01,2024-11-02
2024-02-20,11,3,feb28,2024-11-03
2024-02-20,11,3,mar01,2024-11-03
2024-02-20,11,4,feb28,2024-11-04
2024-02-20,11,4,mar01,2024-11-04
2024-02-20,11,5,feb28,2024-11-05
2024-02-20,11,5,mar01,2024-11-05
2024-02-20,11,6,feb28,2024-11-06
2024-02-20,11,6,mar01,2024-11-06
2024-02-20,11,7,feb28,2024-11-07
2024-02-20,11,7,mar01,2024-11-07
2024-02-20,11,8,feb28,2024-11-08
2024-02-20,11,8,mar01,2024-11-08
2024-02-20,11,9,feb28,2024-11-09
2024-02-20,11,9,mar01,2024-11-09
2024-02-20,11,10,feb28,2024-11-10
2024-02-20,11,10,mar01,2024-11-10
2024-02-20,11,11,feb28,2024-11-11
2024-02-20,11,11,mar01,2024-11-11
2024-02-20,11,12,feb28,2024-11-12
2024-02-20,11,12,mar01,2024-11-12
2024-02-20,11,13,feb28,2024-11-13
2024-02-20,11,13,mar01,2024-11-13
2024-02-20,11,14,feb28,2024-11-14
2024-02-20,11,14,mar01,2024-11-14
2024-02-20,11,15,feb28,2024-11-15
2024-02-20,11,15,mar01,2024-11-15
2024-02-20,11,16,feb28,2024-11-16
2024-02-20,11,16,mar01,2024-11-16
2024-02-20,11,17,feb28,2024-11-17
2024-02-20,11,17,mar01,2024-11-17
2024-02-20,11,18,feb28,2024-11-18
2024-02-20,11,18,mar01,2024-11-18
2024-02-20,11,19,feb28,2024-11-19
2024-02-20,11,19,mar01,2024-11-19
2024-02-20,11,20,feb28,2024-11-20
2024-02-20,11,20,mar01,2024-11-20
2024-02-20,11,21,feb28,2024-11-21
2024-02-20,11,21,mar01,2024-11-21
2024-02-20,11,22,feb28,2024-11-22
2024-02-20,11,22,mar01,2024-11-22
2024-02-20,11,23,feb28,2024-11-23
2024-02-20,11,23,mar01,2024-11-23
2024-02-20,11,24,feb28,2024-11-24
2024-02-20,11,24,mar01,2024-11-24
2024-02-20,11,25,feb28,2024-11-25
2024-02-20,11,25,mar01,2024-11-25
2024-02-20,11,26,feb28,2024-11-26
2024-02-20,11,26,mar01,2024-11-26
2024-02-20,11,27,feb28,2024-11-27
2024-02-20,11,27,mar01,2024-11-27
2024-02-20,11,28,feb28,2024-11-28
2024-02-20,11,28,mar01,2024-11-28
2024-02-20,11,29,feb28,2024-11-29
2024-02-20,11,29,mar01,2024-11-29
2024-02-20,11,30,feb28,2024-11-30
2024-02-20,11,30,mar01,2024-11-30
2024-02-20,12,1,feb28,2024-12-01
2024-02-20,12,1,mar01,2024-12-01
2024-02-20,12,2,feb28,2024-12-02
2024-02-20,12,2,mar01,2024-12-02
2024-02-20,12,3,feb28,2024-12-03
2024-02-20,12,3,mar01,2024-12-03
2024-02-20,12,4,feb28,2024-12-04
2024-02-20,12,4,mar01,2024-12-04
2024-02-20,12,5,feb28,2024-12-05
2024-02-20,12,5,mar01,2024-12-05
2024-02-20,12,6,feb28,2024-12-06
2024-02-20,12,6,mar01,2024-12-06
2024-02-20,12,7,feb28,2024-12-07
2024-02-20,12,7,mar01,2024-12-07
2024-02-20,12,8,feb28,2024-12-08
2024-02-20,12,8,mar01,2024-12-08
2024-02-20,12,9,feb28,2024-12-09
2024-02-20,12,9,mar01,2024-12-09
2024-02-20,12,10,feb28,2024-12-10
2024-02-20,12,10,mar01,2024-12-10
2024-02-20,12,11,feb28,2024-12-11
2024-02-20,12,11,mar01,2024-12-11
2024-02-20,12,12,feb28,2024-12-12
2024-02-20,12,12,mar01,2024-12-12
2024-02-20,12,13,feb28,2024-12-13
2024-02-20,12,13,mar01,2024-12-13
2024-02-20,12,14,feb28,2024-12-14
2024-02-20,12,14,mar01,2024-12-14
2024-02-20,12,15,feb28,2024-12-15
2024-02-20,12,15,mar01,2024-12-15
2024-02-20,12,16,feb28,2024-12-16
2024-02-20,12,16,mar01,2024-12-16
2024-02-20,12,17,feb28,2024-12-17
2024-02-20,12,17,mar01,2024-12-17
2024-02-20,12,18,feb28,2024-12-18
2024-02-20,12,18,mar01,2024-12-18
2024-02-20,12,19,feb28,2024-12-19
2024-02-20,12,19,mar01,2024-12-19
2024-02-20,12,20,feb28,2024-12-20
2024-02-20,12,20,mar01,2024-12-20
2024-02-20,12,21,feb28,2024-12-21
2024-02-20,12,21,mar01,2024-12-21
2024-02-20,12,22,feb28,2024-12-22
2024-02-20,12,22,mar01,2024-12-22
2024-02-20,12,23,feb28,2024-12-23
2024-02-20,12,23,mar01,2024-12-23
2024-02-20,12,24,feb28,2024-12-24
2024-02-20,12,24,mar01,2024-12-24
2024-02-20,12,25,feb28,2024-12-25
2024-02-20,12,25,mar01,2024-12-25
2024-02-20,12,26,feb28,2024-12-26
2024-02-20,12,26,mar01,2024-12-26
2024-02-20,12,27,feb28,2024-12-27
2024-02-20,12,27,mar01,2024-12-27
2024-02-20,12,28,feb28,2024-12-28
2024-02-20,12,28,mar01,2024-12-28
2024-02-20,12,29,feb28,2024-12-29
2024-02-20,12,29,mar01,2024-12-29
2024-02-20,12,30,feb28,2024-12-30
2024-02-20,12,30,mar01,2024-12-30
2024-02-20,12,31,feb28,2024-12-31
2024-02-20,12,31,mar01,2024-12-31
2025-12-31,1,1,feb28,2026-01-01
2025-12-31,1,1,mar01,2026-01-01
2025-12-31,1,2,feb28,2026-01-02
2025-12-31,1,2,mar01,2026-01-02
2025-12-31,1,3,feb28,2026-01-03
2025-12-31,1,3,mar01,2026-01-03
2025-12-31,1,4,feb28,2026-01-04
2025-12-31,1,4,mar01,2026-01-04
2025-12-31,1,5,feb28,2026-01-05
2025-12-31,1,5,mar01,2026-01-05
2025-12-31,1,6,feb28,2026-01-06
2025-12-31,1,6,mar01,2026-01-06
2025-12-31,1,7,feb28,2026-01-07
2025-12-31,1,7,mar01,2026-01-07
2025-12-31,1,8,feb28,2026-01-08
2025-12-31,1,8,mar01,2026-01-08
