gregorian,h_year,h_month,h_day
2077-09-22,5838,7,5
2038-01-25,5798,11,19
2030-06-01,5790,2,29
2092-04-10,5852,1,3
1953-02-04,5713,11,19
1966-09-12,5726,6,27
2002-10-18,5763,8,12
1989-10-05,5750,7,6
2022-07-24,5782,4,25
2074-02-15,5834,11,18
1993-08-28,5753,6,11
2004-12-10,5765,9,27
2069-02-18,5829,11,27
2054-05-07,5814,1,29
2016-03-19,5776,13,9
2034-12-01,5795,9,19
2049-04-23,5809,1,21
2045-04-06,5805,1,19
2011-09-06,5771,6,7
2026-05-07,5786,2,20
2083-11-04,5844,8,23
2048-10-03,5809,7,26
2009-05-09,5769,2,15
2013-02-15,5773,12,5
2076-02-11,5836,12,7
2031-06-01,5791,3,10
1998-08-11,5758,5,19
2005-01-06,5765,10,25
1995-02-09,5755,12,9
1991-05-14,5751,3,1
1971-08-26,5731,6,5
2079-06-03,5839,3,4
1984-07-22,5744,4,22
2006-08-14,5766,5,20
1971-06-15,5731,3,22
2083-04-18,5843,1,30
2046-02-24,5806,12,18
2086-10-04,5847,7,26
2073-11-01,5834,8,1
1983-03-22,5743,1,8
1984-05-14,5744,2,12
1988-10-28,5749,8,17
2082-07-12,5842,4,15
2036-11-17,5797,8,27
1999-08-12,5759,5,30
2080-01-05,5840,10,13
2055-10-16,5816,7,24
2086-05-27,5846,3,14
2044-02-19,5804,11,21
2057-01-30,5817,11,25
2000-10-11,5761,7,12
1968-01-15,5728,10,14
2099-05-26,5859,3,7
1984-10-30,5745,8,4
2003-02-26,5763,12,24
1990-10-26,5751,8,7
2014-10-02,5775,7,8
1982-03-13,5742,12,18
2004-03-27,5764,1,5
1952-07-16,5712,4,23
2077-01-14,5837,10,19
1972-09-17,5733,7,9
1999-03-22,5759,1,5
1958-03-02,5718,12,10
1959-10-14,5720,7,12
2049-04-15,5809,1,13
2002-06-02,5762,3,22
2075-02-19,5835,12,4
1972-08-28,5732,6,18
2064-06-14,5824,3,30
2085-01-26,5845,10,29
2038-01-29,5798,11,23
1968-05-29,5728,3,2
1952-03-14,5712,12,17
2053-01-01,5813,10,11
2001-01-07,5761,10,12
2034-03-23,5794,1,3
2035-11-24,5796,8,22
2029-01-12,5789,10,25
2011-02-18,5771,12,14
1983-01-30,5743,11,16
1959-03-22,5719,13,12
1995-04-21,5755,1,21
2035-09-20,5795,6,16
1970-06-21,5730,3,17
2097-07-06,5857,4,26
1961-09-22,5722,7,12
2021-11-24,5782,9,20
2038-03-27,5798,13,20
1963-04-18,5723,1,24
2053-07-14,5813,4,28
2062-12-10,5823,9,8
2073-03-03,5833,12,24
1959-08-15,5719,5,11
1977-03-23,5737,1,4
1976-10-08,5737,7,14
2095-07-18,5855,4,16
2050-12-28,5811,10,13
2004-07-08,5764,4,19
1965-04-14,5725,1,12
1994-07-14,5754,5,6
1971-04-03,5731,1,8
2050-02-18,5810,11,26
2087-03-01,5847,12,27
2024-09-03,5784,5,30
2058-10-16,5819,7,28
2056-12-17,5817,10,10
2091-11-18,5852,9,7
2060-12-17,5821,9,24
1990-06-30,5750,4,7
2089-03-07,5849,12,25
2043-10-07,5804,7,3
2030-11-01,5791,8,5
2029-06-09,5789,3,26
2003-05-10,5763,2,8
2055-08-07,5815,5,13
2026-12-11,5787,10,1
2004-10-17,5765,8,2
2052-01-11,5812,11,10
2061-06-06,5821,3,18
1960-10-22,5721,8,1
2059-05-21,5819,3,9
2082-10-17,5843,7,24
1967-10-22,5728,7,18
2086-11-09,5847,9,3
1987-04-14,5747,1,15
2062-03-27,5822,13,15
1987-11-12,5748,8,20
1997-06-26,5757,3,21
2068-07-01,5828,4,1
1964-07-26,5724,5,17
1978-03-07,5738,12,28
1993-01-14,5753,10,21
1981-03-10,5741,13,4
2049-01-16,5809,11,13
1963-06-21,5723,3,29
1978-02-01,5738,11,24
1950-06-25,5710,4,10
2023-04-20,5783,1,29
2073-09-10,5833,6,8
2056-07-19,5816,5,6
2034-04-26,5794,2,7
2002-04-05,5762,1,23
1955-11-10,5716,8,25
1991-07-15,5751,5,4
2001-09-11,5761,6,23
2076-11-06,5837,8,10
2000-09-23,5760,6,23
2076-02-19,5836,12,15
2031-06-20,5791,3,29
1962-10-09,5723,7,11
2073-05-03,5833,1,26
1991-11-19,5752,9,12
1997-06-20,5757,3,15
2091-05-12,5851,2,24
2091-12-22,5852,10,11
2062-02-25,5822,12,15
2055-10-29,5816,8,7
2068-08-20,5828,5,22
2094-03-30,5854,1,13
1985-06-30,5745,4,11
2026-04-13,5786,1,26
1970-08-05,5730,5,3
2047-09-17,5807,6,26
1990-05-04,5750,2,9
2066-03-16,5826,12,19
1976-09-25,5737,7,1
1997-08-30,5757,5,27
2098-04-28,5858,1,26
1975-07-10,5735,5,2
1960-09-13,5720,6,21
1979-10-09,5740,7,18
2092-03-21,5852,13,12
2005-03-12,5765,13,1
2084-05-20,5844,2,15
2097-11-22,5858,9,17
2052-02-18,5812,12,18
2001-10-14,5762,7,27
2028-10-18,5789,7,28
1972-04-24,5732,2,10
2034-02-05,5794,11,16
2073-07-27,5833,4,22
2004-07-24,5764,5,6
2075-07-21,5835,5,9
2022-03-22,5782,13,19
1998-11-06,5759,8,17
2039-10-19,5800,8,1
2046-11-21,5807,8,22
2038-08-08,5798,5,7
2028-07-18,5788,4,24
1964-06-07,5724,3,27
2057-04-21,5817,1,17
1957-02-25,5717,12,24
2027-07-09,5787,4,4
2081-10-18,5842,7,15
2007-11-01,5768,8,20
2058-04-28,5818,2,4
1994-12-04,5755,10,1
1954-08-23,5714,5,24
1966-05-22,5726,3,3
1991-01-28,5751,11,13
2070-12-27,5831,10,25
2099-12-30,5860,10,18
2053-03-17,5813,12,27
2055-05-07,5815,2,9
1953-09-21,5714,7,12
2087-03-22,5847,13,18
2070-08-17,5830,6,10
2097-05-21,5857,3,10
1998-05-11,5758,2,15
2053-05-24,5813,3,7
1957-03-21,5717,13,18
2086-12-04,5847,9,28
2085-09-11,5845,6,21
1981-06-08,5741,3,6
2034-06-03,5794,3,16
2043-02-12,5803,12,2
2066-11-25,5827,9,7
2029-05-07,5789,2,22
1999-11-29,5760,9,20
1982-07-26,5742,5,6
2055-01-10,5815,10,10
2028-03-18,5788,12,20
2063-11-25,5824,9,4
2096-02-06,5856,11,13
2038-03-25,5798,13,18
1966-05-16,5726,2,26
2034-05-02,5794,2,13
2012-06-07,5772,3,17
2023-04-09,5783,1,18
2009-10-21,5770,8,3
2007-08-10,5767,5,26
2070-03-29,5830,1,17
1968-10-08,5729,7,16
1978-11-09,5739,8,9
2009-03-06,5769,12,10
2023-11-11,5784,8,27
2074-06-19,5834,3,24
2038-11-26,5799,8,28
2001-09-18,5762,7,1
2068-11-20,5829,8,25
2021-11-08,5782,9,4
2095-12-23,5856,9,27
2086-06-16,5846,4,4
2048-09-14,5809,7,7
1956-08-01,5716,5,24
2031-08-11,5791,5,22
1965-10-20,5726,7,24
2006-06-08,5766,3,12
1995-04-16,5755,1,16
2008-01-03,5768,10,25
1970-10-20,5731,7,20
2088-08-13,5848,5,26
2022-07-10,5782,4,11
2042-05-02,5802,2,12
2098-01-06,5858,11,3
1950-03-17,5710,12,28
2068-01-02,5828,10,27
2047-05-11,5807,2,15
2032-11-22,5793,9,19
2024-02-24,5784,12,15
1959-09-23,5719,6,20
1983-08-29,5743,6,20
2043-01-09,5803,10,27
2014-11-30,5775,9,8
2061-09-19,5822,7,5
2085-09-23,5846,7,4
2039-06-12,5799,3,20
2062-03-20,5822,13,8
2029-04-25,5789,2,10
2086-05-13,5846,2,29
1959-04-06,5719,13,27
1986-07-11,5746,4,4
1997-12-01,5758,9,2
2048-07-18,5808,5,8
1973-07-05,5733,4,5
2001-09-06,5761,6,18
2028-08-11,5788,5,19
2075-04-15,5835,1,30
2036-12-21,5797,10,3
1971-10-15,5732,7,26
1955-03-07,5715,12,13
2063-01-17,5823,10,16
2059-04-02,5819,1,19
2093-06-02,5853,3,8
1992-12-08,5753,9,13
2077-05-10,5837,2,17
1978-06-02,5738,2,26
2005-10-04,5766,7,1
2048-11-01,5809,8,25
1952-06-15,5712,3,22
2049-02-02,5809,11,30
2023-03-17,5783,12,24
1966-09-22,5727,7,8
1970-05-11,5730,2,5
2032-10-18,5793,8,13
1971-01-29,5731,11,3
2066-03-21,5826,12,24
2099-04-24,5859,2,4
1977-08-17,5737,6,3
2039-06-04,5799,3,12
2078-07-31,5838,5,21
2002-05-15,5762,3,4
2041-04-22,5801,1,21
2076-07-27,5836,4,26
1999-01-23,5759,11,6
2024-07-20,5784,4,14
2099-10-10,5860,7,26
2036-07-29,5796,5,5
2034-09-24,5795,7,11
1993-09-25,5754,7,10
2031-12-17,5792,10,2
2048-11-29,5809,9,24
1975-12-15,5736,10,11
2018-10-29,5779,8,20
1984-03-14,5744,13,10
2057-07-18,5817,4,16
2041-03-12,5801,13,9
2083-11-28,5844,9,18
1974-06-30,5734,4,10
1962-07-12,5722,4,10
1999-07-27,5759,5,14
2088-08-22,5848,6,5
2091-10-01,5852,7,19
2024-06-14,5784,3,8
2010-12-26,5771,10,19
2091-05-04,5851,2,16
2041-02-07,5801,12,6
1997-12-09,5758,9,10
2097-03-25,5857,1,12
1950-06-18,5710,4,3
2000-10-01,5761,7,2
2080-04-10,5840,1,21
2003-07-28,5763,4,28
2055-04-25,5815,1,27
2054-01-20,5814,11,11
2068-05-30,5828,2,28
2037-11-09,5798,9,1
1976-08-30,5736,6,4
2030-02-14,5790,12,11
2046-08-21,5806,5,19
2036-11-26,5797,9,7
2011-12-05,5772,9,9
2009-08-25,5769,6,5
2049-01-11,5809,11,8
2086-11-18,5847,9,12
2047-07-05,5807,4,11
2017-09-06,5777,6,15
2031-09-14,5791,6,26
2007-09-27,5768,7,15
1983-11-07,5744,9,1
2075-02-25,5835,12,10
1992-11-06,5753,8,10
2052-08-06,5812,5,11
2018-09-19,5779,7,10
1991-11-28,5752,9,21
2089-02-26,5849,12,16
2023-09-15,5783,6,29
1957-10-31,5718,8,6
2007-02-03,5767,11,15
2083-08-15,5843,6,1
2076-07-15,5836,4,14
2095-08-04,5855,5,4
2018-05-28,5778,3,14
2019-04-11,5779,1,6
2069-01-31,5829,11,9
2092-03-06,5852,12,27
2097-04-07,5857,1,25
2066-12-28,5827,10,10
1977-04-17,5737,1,29
2038-11-16,5799,8,18
1956-08-23,5716,6,16
1972-08-26,5732,6,16
2040-02-16,5800,12,2
2055-11-24,5816,9,4
2009-07-27,5769,5,6
1968-01-04,5728,10,3
2029-01-01,5789,10,14
1967-11-22,5728,8,19
2044-05-15,5804,2,18
2031-12-27,5792,10,12
1952-10-02,5713,7,13
2079-08-18,5839,5,21
1975-11-13,5736,9,9
2023-07-25,5783,5,7
2067-06-27,5827,4,14
1977-09-12,5737,6,29
1963-06-05,5723,3,13
2034-03-29,5794,1,9
2090-03-25,5850,13,23
1997-07-21,5757,4,16
2010-09-30,5771,7,22
2061-10-30,5822,8,16
2074-04-17,5834,1,20
2021-04-27,5781,2,15
2066-08-07,5826,5,16
1964-05-30,5724,3,19
2008-12-14,5769,9,17
2070-12-31,5831,10,29
2045-09-30,5806,7,19
2018-03-09,5778,12,22
2006-10-26,5767,8,4
2062-06-19,5822,3,11
2078-12-16,5839,10,12
2086-04-05,5846,1,21
2037-07-21,5797,5,9
2047-01-28,5807,11,1
1956-06-10,5716,4,1
2060-10-15,5821,7,21
1962-04-12,5722,1,8
1992-02-15,5752,12,11
2063-04-01,5823,1,2
2072-10-19,5833,8,7
2001-07-25,5761,5,5
2083-12-29,5844,10,20
1966-03-21,5726,12,29
2027-11-13,5788,8,13
1967-08-31,5727,5,25
2086-06-07,5846,3,25
2063-09-18,5823,6,24
2076-04-19,5836,1,16
1968-01-13,5728,10,12
2029-08-10,5789,5,29
1979-11-07,5740,8,17
2074-07-11,5834,4,16
2003-09-25,5763,6,28
1955-03-13,5715,12,19
1958-04-03,5718,1,13
2008-03-15,5768,13,8
2092-11-07,5853,8,7
1960-01-26,5720,10,26
2002-08-22,5762,6,14
2014-04-27,5774,1,27
2017-04-04,5777,1,8
2027-04-12,5787,1,5
1976-02-14,5736,12,13
1993-10-25,5754,8,10
2045-04-22,5805,2,5
2023-12-08,5784,9,25
2072-05-02,5832,2,14
2092-03-14,5852,13,5
1982-04-23,5742,1,30
1980-07-02,5740,4,18
1981-05-31,5741,2,27
1964-03-03,5724,12,19
2059-05-12,5819,2,29
2061-03-12,5821,12,20
2072-07-28,5832,5,13
1993-03-19,5753,12,26
2039-04-19,5799,1,25
2054-08-20,5814,5,16
1975-09-06,5736,7,1
1991-08-30,5751,6,20
2032-09-28,5793,7,23
2064-06-16,5824,4,2
1995-07-28,5755,5,1
2032-06-17,5792,4,8
1995-10-25,5756,8,1
2069-08-26,5829,6,9
1951-09-08,5711,6,7
2094-05-17,5854,3,2
2033-06-24,5793,3,27
2001-08-11,5761,5,22
2071-08-01,5831,5,6
2048-01-28,5808,11,13
1978-05-07,5738,1,30
1963-04-03,5723,1,9
2029-04-05,5789,1,20
2012-01-02,5772,10,7
2055-06-06,5815,3,10
2003-09-05,5763,6,8
2064-08-23,5824,6,11
2026-02-18,5786,12,1
2073-11-11,5834,8,11
1994-11-16,5755,9,13
2031-12-21,5792,10,6
2004-03-17,5764,12,24
1985-09-29,5746,7,14
2019-01-10,5779,11,4
2036-09-13,5796,6,21
1969-02-19,5729,12,1
1992-07-24,5752,4,23
2018-06-06,5778,3,23
2052-08-14,5812,5,19
2014-05-29,5774,2,29
2053-02-19,5813,12,1
2003-02-02,5763,11,30
2075-06-21,5835,4,8
2002-12-22,5763,10,17
1953-12-08,5714,10,2
2098-12-07,5859,9,13
2068-02-08,5828,12,5
2021-01-07,5781,10,23
1999-04-02,5759,1,16
1951-06-15,5711,3,11
2073-01-19,5833,11,11
2089-08-26,5849,6,20
2083-08-13,5843,5,29
1958-10-20,5719,8,6
2058-10-22,5819,8,4
2083-09-15,5844,7,3
2039-02-16,5799,11,22
2099-06-08,5859,3,20
2001-05-09,5761,2,16
2089-03-10,5849,12,28
2093-05-04,5853,2,8
1991-04-17,5751,2,3
2058-12-04,5819,9,18
2093-11-21,5854,9,2
2013-03-20,5773,1,9
1989-04-18,5749,1,13
2064-03-24,5824,1,7
1984-02-12,5744,12,9
2061-05-28,5821,3,9
1994-12-21,5755,10,18
2071-08-11,5831,5,16
2085-07-28,5845,5,6
2079-05-10,5839,2,9
2087-09-15,5847,6,18
2068-04-11,5828,1,9
2072-03-01,5832,12,11
1974-07-17,5734,4,27
2062-09-22,5822,6,17
1967-06-08,5727,2,29
2062-08-02,5822,4,25
2065-12-21,5826,9,23
1957-01-27,5717,11,25
2005-06-07,5765,2,29
2091-07-02,5851,4,16
2029-02-04,5789,11,19
1955-12-27,5716,10,12
2053-12-28,5814,10,17
2015-06-20,5775,4,3
2081-05-28,5841,2,19
1973-07-31,5733,5,2
1966-03-04,5726,12,12
2002-12-14,5763,10,9
2008-08-15,5768,5,14
2084-02-13,5844,12,7
2024-07-21,5784,4,15
1981-07-07,5741,4,5
1986-01-11,5746,11,1
1973-09-18,5733,6,21
2091-02-14,5851,11,26
2046-10-14,5807,7,14
2015-08-24,5775,6,9
2045-04-01,5805,1,14
2040-01-14,5800,10,28
1998-11-25,5759,9,6
2099-01-04,5859,10,12
1979-07-11,5739,4,16
1996-02-09,5756,11,19
2097-12-21,5858,10,16
2036-06-16,5796,3,21
2094-09-16,5855,7,6
2002-12-16,5763,10,11
2083-12-15,5844,10,6
2010-10-11,5771,8,3
2094-04-21,5854,2,5
1970-08-31,5730,5,29
2034-01-12,5794,10,21
1963-07-06,5723,4,14
1975-04-04,5735,1,23
2085-04-26,5845,2,1
1990-06-25,5750,4,2
2071-05-09,5831,2,10
2079-12-12,5840,9,19
2071-01-03,5831,11,3
2021-04-22,5781,2,10
2094-05-14,5854,2,28
2049-12-31,5810,10,6
2015-08-19,5775,6,4
1966-03-16,5726,12,24
2091-11-15,5852,9,4
2020-10-18,5781,7,30
1952-07-01,5712,4,8
1997-06-14,5757,3,9
2046-04-11,5806,1,5
1972-03-05,5732,12,19
2031-08-08,5791,5,19
2016-02-19,5776,12,10
2070-09-22,5831,7,17
2084-05-24,5844,2,19
2070-08-21,5830,6,14
1997-01-15,5757,11,7
2054-11-20,5815,8,19
2018-05-14,5778,2,29
2097-07-25,5857,5,16
2064-07-28,5824,5,15
2016-08-26,5776,5,22
1969-06-10,5729,3,24
2071-02-01,5831,12,2
1991-12-15,5752,10,8
2034-08-06,5794,5,21
1954-06-29,5714,3,28
2061-03-01,5821,12,9
2050-09-25,5811,7,9
2008-11-08,5769,8,10
2059-06-20,5819,4,9
1989-09-20,5749,6,20
2066-03-17,5826,12,20
1961-05-05,5721,2,19
2064-01-04,5824,10,15
2097-10-28,5858,8,22
2033-04-21,5793,1,22
2075-10-17,5836,8,8
2004-03-22,5764,12,29
2066-06-29,5826,4,6
2023-04-06,5783,1,15
1970-12-08,5731,9,10
1975-01-30,5735,11,18
1958-02-19,5718,11,29
1956-09-04,5716,6,28
2004-08-11,5764,5,24
2038-05-23,5798,2,18
1970-11-02,5731,8,3
1967-06-10,5727,3,2
1992-02-17,5752,12,13
2046-06-14,5806,3,10
1974-05-05,5734,2,13
2019-09-26,5779,6,26
2031-05-25,5791,3,3
2016-07-27,5776,4,21
2070-04-21,5830,2,10
2083-05-05,5843,2,17
2074-12-20,5835,10,2
2046-12-05,5807,9,6
2025-03-15,5785,12,15
2055-05-21,5815,2,23
2083-03-09,5843,12,19
2080-05-16,5840,2,27
1977-09-22,5738,7,10
2024-06-10,5784,3,4
2067-07-06,5827,4,23
1967-10-08,5728,7,4
2099-08-03,5859,5,17
2037-10-20,5798,8,11
2060-06-19,5820,3,21
2023-03-25,5783,1,3
2000-03-12,5760,13,5
1955-11-15,5716,8,30
2073-11-09,5834,8,9
2016-06-26,5776,3,20
1988-12-25,5749,10,17
2029-07-22,5789,5,10
2029-10-16,5790,8,7
1992-05-13,5752,2,10
2015-01-28,5775,11,8
1967-10-30,5728,7,26
2073-01-11,5833,11,3
2015-11-29,5776,9,17
2047-09-11,5807,6,20
2065-09-13,5825,6,12
2014-05-11,5774,2,11
1960-11-12,5721,8,22
2021-06-09,5781,3,29
1999-07-03,5759,4,19
1984-01-22,5744,11,18
1971-12-02,5732,9,14
2097-11-19,5858,9,14
2031-08-04,5791,5,15
1966-06-13,5726,3,25
2068-12-02,5829,9,8
1988-01-22,5748,11,3
2065-02-20,5825,12,14
2064-09-28,5825,7,18
2057-02-22,5817,12,18
1953-10-31,5714,8,22
1959-01-28,5719,11,19
2091-03-05,5851,12,15
2009-11-03,5770,8,16
1993-09-14,5753,6,28
1972-08-05,5732,5,25
2091-03-17,5851,12,27
2051-04-21,5811,2,9
1986-10-27,5747,7,24
2098-11-22,5859,8,27
2087-04-17,5847,1,15
2049-06-10,5809,3,10
1987-03-04,5747,12,3
2055-03-20,5815,12,20
1988-09-30,5749,7,19
2095-11-20,5856,8,23
1991-10-22,5752,8,14
2088-12-11,5849,9,28
1976-06-23,5736,3,25
2091-07-04,5851,4,18
2056-12-08,5817,10,1
1950-07-05,5710,4,20
1999-10-02,5760,7,22
1975-12-18,5736,10,14
1973-04-29,5733,1,27
2046-12-06,5807,9,7
1994-12-22,5755,10,19
2093-04-11,5853,1,15
1981-04-23,5741,1,19
1969-09-22,5730,7,10
2068-08-12,5828,5,14
1954-08-17,5714,5,18
1973-08-25,5733,5,27
1952-08-31,5712,6,10
2014-04-12,5774,1,12
2091-09-30,5852,7,18
2091-06-20,5851,4,4
1992-09-10,5752,6,12
2055-08-29,5815,6,5
2008-02-04,5768,11,28
1952-10-31,5713,8,12
1981-04-07,5741,1,3
1997-08-13,5757,5,10
1959-05-28,5719,2,20
1972-09-29,5733,7,21
2083-02-01,5843,11,13
2025-07-14,5785,4,18
2044-05-24,5804,2,27
1970-05-24,5730,2,18
2083-10-17,5844,8,5
1961-05-28,5721,3,13
2035-06-15,5795,3,8
2030-06-08,5790,3,7
2089-08-07,5849,6,1
2014-12-17,5775,9,25
2042-02-02,5802,11,12
2056-07-09,5816,4,25
1969-07-26,5729,5,11
2031-02-07,5791,11,14
2040-05-27,5800,3,15
1989-10-02,5750,7,3
2060-05-14,5820,2,14
1957-10-12,5718,7,17
2080-06-27,5840,4,10
2090-07-14,5850,4,16
2068-03-23,5828,13,19
2043-07-25,5803,4,17
2004-02-14,5764,11,22
2032-03-09,5792,12,26
2065-06-07,5825,3,3
1955-08-04,5715,5,16
1960-11-30,5721,9,11
2035-12-11,5796,9,10
2022-01-23,5782,11,21
2026-06-27,5786,4,12
2073-02-08,5833,12,1
1969-05-16,5729,2,28
2037-12-20,5798,10,12
2077-10-28,5838,8,11
2029-08-03,5789,5,22
1963-03-10,5723,12,14
1964-06-30,5724,4,20
2007-10-18,5768,8,6
2059-02-23,5819,12,10
1976-08-13,5736,5,17
1961-10-14,5722,8,4
1972-08-23,5732,6,13
1999-05-07,5759,2,21
2062-01-08,5822,10,26
2063-08-05,5823,5,10
2055-01-12,5815,10,12
2048-05-23,5808,3,11
2077-10-12,5838,7,25
2008-05-07,5768,2,2
2018-05-06,5778,2,21
2057-03-10,5817,13,4
2045-03-13,5805,12,24
2002-11-30,5763,9,25
2031-05-30,5791,3,8
2040-09-16,5801,7,9
2058-08-19,5818,5,29
2027-03-11,5787,13,2
1967-10-18,5728,7,14
2092-04-21,5852,1,14
2075-12-02,5836,9,25
1970-07-13,5730,4,9
2067-06-23,5827,4,10
2066-10-17,5827,7,28
2087-12-22,5848,9,27
2048-12-04,5809,9,29
2079-05-04,5839,2,3
1988-07-31,5748,5,17
2027-03-03,5787,12,24
2031-01-09,5791,10,14
1990-12-31,5751,10,14
2024-04-01,5784,13,22
2010-10-25,5771,8,17
2098-06-18,5858,3,18
2031-05-16,5791,2,23
2021-07-18,5781,5,9
2024-08-22,5784,5,18
2080-11-29,5841,9,17
1967-01-23,5727,11,12
2006-01-30,5766,11,1
2026-07-29,5786,5,15
2006-01-28,5766,10,28
2069-05-04,5829,2,13
1995-09-26,5756,7,2
2017-02-28,5777,12,2
1977-05-22,5737,3,5
2073-03-27,5833,13,18
2035-02-05,5795,11,26
1962-01-17,5722,11,12
1966-05-15,5726,2,25
2099-03-31,5859,1,10
1965-04-26,5725,1,24
1966-09-23,5727,7,9
2027-06-29,5787,3,24
1967-04-30,5727,1,20
2083-08-08,5843,5,24
2082-07-24,5842,4,27
2016-11-11,5777,8,10
2095-08-28,5855,5,28
1973-05-07,5733,2,5
2049-10-30,5810,8,4
1960-10-05,5721,7,14
2055-03-25,5815,12,25
2050-10-07,5811,7,21
2050-10-13,5811,7,27
2009-02-23,5769,11,29
2070-03-21,5830,1,9
1971-12-07,5732,9,19
2023-09-17,5784,7,2
2013-06-12,5773,4,4
2069-05-19,5829,2,28
2084-08-15,5844,5,14
2025-11-20,5786,8,29
2079-05-19,5839,2,18
1959-03-26,5719,13,16
2006-01-23,5766,10,23
2013-02-04,5773,11,24
1968-08-03,5728,5,9
2053-09-11,5813,6,28
2041-01-16,5801,11,14
1988-03-04,5748,12,15
1977-10-06,5738,7,24
2067-11-02,5828,8,24
2036-07-08,5796,4,13
1990-03-28,5750,1,2
1969-06-02,5729,3,16
2012-10-27,5773,8,11
2049-10-23,5810,7,27
2015-12-14,5776,10,2
1970-08-13,5730,5,11
2086-11-01,5847,8,24
1999-12-26,5760,10,17
2053-01-04,5813,10,14
1990-07-31,5750,5,9
2094-11-03,5855,8,24
2026-12-30,5787,10,20
2050-08-27,5810,6,9
2087-09-13,5847,6,16
2061-07-22,5821,5,5
2060-02-04,5820,12,3
2071-02-10,5831,12,11
2065-04-26,5825,1,20
2049-11-23,5810,8,28
1954-09-17,5714,6,19
2059-04-10,5819,1,27
2068-01-13,5828,11,9
2098-10-30,5859,8,4
2074-06-06,5834,3,11
1997-12-27,5758,9,28
1982-05-16,5742,2,23
1999-01-13,5759,10,25
2076-02-01,5836,11,27
2086-10-19,5847,8,11
2005-06-10,5765,3,3
2010-12-22,5771,10,15
2012-12-25,5773,10,12
1951-02-05,5711,11,29
1982-07-20,5742,4,29
1975-09-15,5736,7,10
2051-08-13,5811,6,5
2067-12-12,5828,10,6
2021-11-29,5782,9,25
1962-06-27,5722,3,25
1975-06-16,5735,4,7
2082-12-14,5843,9,23
2063-08-11,5823,5,16
1955-07-03,5715,4,13
1966-06-19,5726,4,1
2083-11-16,5844,9,6
2045-03-08,5805,12,19
1988-08-07,5748,5,24
2017-07-02,5777,4,8
2025-05-01,5785,2,3
2031-05-26,5791,3,4
2011-03-02,5771,12,26
1978-03-30,5738,13,21
2016-05-25,5776,2,17
2005-12-01,5766,8,29
2079-06-23,5839,3,24
2089-05-21,5849,3,12
2051-11-04,5812,8,29
2056-12-24,5817,10,17
1965-03-30,5725,13,26
1959-06-10,5719,3,4
1977-12-01,5738,9,21
1978-03-31,5738,13,22
2085-05-14,5845,2,19
2060-11-09,5821,8,16
1958-12-06,5719,9,24
2070-12-06,5831,10,4
1964-08-21,5724,6,13
1998-10-28,5759,8,8
2029-07-04,5789,4,21
2068-10-08,5829,7,12
2026-01-30,5786,11,12
2037-02-21,5797,12,6
2058-12-05,5819,9,19
2024-04-25,5784,1,17
1999-01-06,5759,10,18
1988-09-05,5748,6,23
2085-06-16,5845,3,23
2041-12-06,5802,9,13
1970-06-04,5730,2,29
2011-12-08,5772,9,12
2027-02-20,5787,12,13
1969-11-24,5730,9,14
2000-10-27,5761,7,28
2071-09-10,5831,6,16
2071-09-28,5832,7,5
2056-06-04,5816,3,20
2037-04-25,5797,2,10
2044-07-19,5804,4,24
2069-09-14,5829,6,28
2005-05-04,5765,1,25
1958-02-24,5718,12,4
1989-07-26,5749,4,23
2020-12-02,5781,9,16
2057-07-15,5817,4,13
1959-10-31,5720,7,29
1951-05-19,5711,2,13
1986-09-06,5746,6,2
2004-01-31,5764,11,8
1987-11-26,5748,9,5
2087-09-08,5847,6,11
1974-08-16,5734,5,28
2087-02-11,5847,12,9
1995-11-06,5756,8,13
2001-12-08,5762,9,23
2008-11-15,5769,8,17
1971-07-13,5731,4,20
1951-05-22,5711,2,16
2039-03-31,5799,1,6
2027-04-10,5787,1,3
1981-07-11,5741,4,9
1973-03-07,5733,13,3
2018-03-22,5778,1,6
2045-07-24,5805,5,10
2076-04-04,5836,1,1
2039-10-06,5800,7,18
2050-04-02,5810,1,10
2099-07-12,5859,4,24
2069-11-13,5830,8,29
2094-08-28,5854,6,16
2013-07-19,5773,5,12
1962-12-07,5723,9,10
2021-03-31,5781,1,18
2083-02-22,5843,12,4
1957-08-04,5717,5,7
2028-04-09,5788,1,13
1953-05-13,5713,2,28
2032-06-29,5792,4,20
1963-12-21,5724,10,5
2006-03-04,5766,12,4
2053-04-22,5813,2,4
2027-01-10,5787,11,2
2052-11-19,5813,8,27
2022-07-26,5782,4,27
2077-04-21,5837,1,28
2064-11-10,5825,9,1
2024-12-11,5785,9,10
2001-12-12,5762,9,27
1970-09-01,5730,5,30
2022-09-04,5782,6,8
1953-09-28,5714,7,19
2008-04-10,5768,1,5
1980-11-02,5741,8,23
2093-10-12,5854,7,22
2060-11-28,5821,9,5
2032-07-21,5792,5,13
2099-04-16,5859,1,26
2073-09-26,5833,6,24
2014-12-05,5775,9,13
1965-10-24,5726,7,28
2028-05-11,5788,2,15
1968-12-29,5729,10,8
2028-03-04,5788,12,6
2055-08-30,5815,6,6
2021-11-07,5782,9,3
2044-01-06,5804,10,6
1964-02-11,5724,11,28
2021-01-04,5781,10,20
2005-09-03,5765,5,29
2083-10-27,5844,8,15
2010-12-02,5771,9,25
1989-10-03,5750,7,4
2009-10-05,5770,7,17
2089-10-18,5850,8,14
